ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
6000
ITEM: BOX BOUNDS pp pp pp
-20.6917 20.6917
-20.6917 20.6917
-20.6917 20.6917
ITEM: ATOMS id mol type q mass x y z fx fy fz 
1627 272 1 0.145 12.01 -10.5206 -11.3641 -20.0021 9.51575 8.46337 -2.86226 
5037 840 2 0.04 1.008 -16.9526 -18.3208 -13.9422 8.3603 -1.0218 -0.996211 
1760 294 2 0.04 1.008 -13.8786 -19.3212 -15.2052 9.37697 -8.4821 -2.13111 
1919 320 3 -0.683 15.999 -13.949 -17.4485 -13.5406 38.2851 38.9871 -12.2893 
3584 598 2 0.04 1.008 -16.7948 -19.3711 -16.1604 14.9329 6.48431 7.9685 
1762 294 2 0.04 1.008 -13.5171 -17.9962 -16.273 2.43381 -3.41321 6.00187 
1759 294 1 0.145 12.01 -13.3417 -19.0652 -16.1232 15.0849 38.0705 -4.98105 
1920 320 4 0.418 1.008 -13.2485 -16.7623 -13.7886 -28.2953 -37.7901 7.43221 
1915 320 1 0.145 12.01 -14.8135 -16.7304 -12.7157 -21.7772 -8.17735 -3.62083 
1918 320 2 0.04 1.008 -15.4209 -17.4549 -12.1578 4.52524 9.13741 -0.122329 
1916 320 2 0.04 1.008 -15.5195 -16.1412 -13.3246 8.79514 -0.243168 5.44445 
1917 320 2 0.04 1.008 -14.2345 -16.0961 -12.0496 -2.09733 2.46126 3.04301 
1763 294 3 -0.683 15.999 -13.8932 -19.6133 -17.2489 -17.7585 -20.6829 -24.9574 
1761 294 2 0.04 1.008 -12.2335 -19.139 -16.1479 -15.5506 -7.16275 6.77233 
4993 833 1 0.145 12.01 -18.35 -15.7173 -18.576 7.11172 -7.3234 15.6548 
4416 736 4 0.418 1.008 -17.4433 -19.4058 -19.5792 6.6221 16.8747 13.0022 
5453 909 3 -0.683 15.999 -18.9026 -11.3165 -14.0913 -20.8759 -32.2362 10.5169 
4995 833 2 0.04 1.008 -17.6076 -16.2964 -17.9616 -10.7712 10.6648 -26.2199 
220 37 2 0.04 1.008 -16.4623 -16.8958 -20.3883 5.45049 3.17989 9.75977 
1503 251 2 0.04 1.008 -10.4709 -13.2318 -17.182 -8.78448 -3.84118 0.459393 
5451 909 2 0.04 1.008 -20.1088 -10.4192 -12.7158 -8.44976 -4.66013 -19.6853 
1142 191 2 0.04 1.008 -11.8074 -19.8224 -14.2132 3.23332 19.1809 -22.9068 
4064 678 2 0.04 1.008 -17.0706 -10.5135 -17.185 -6.27674 -4.04977 28.0737 
4068 678 4 0.418 1.008 -14.8471 -10.553 -17.0726 13.3637 -3.9936 -0.0100744 
3583 598 1 0.145 12.01 -17.3731 -18.9856 -16.9749 -9.23947 3.54071 2.43877 
4994 833 2 0.04 1.008 -19.2555 -15.8257 -17.9779 -0.320034 10.3226 -6.29146 
1141 191 1 0.145 12.01 -11.7511 -20.1379 -13.227 19.3588 -58.8906 8.93438 
1764 294 4 0.418 1.008 -13.3261 -19.4149 -18.0055 -3.0941 2.73124 4.67352 
5454 909 4 0.418 1.008 -19.2088 -12.187 -13.7329 11.7532 30.611 -17.5592 
233 39 3 -0.683 15.999 -19.5846 -12.2455 -18.7718 -26.2152 46.2485 18.2937 
232 39 2 0.04 1.008 -18.6911 -12.1205 -16.8562 -4.02437 -8.96773 -0.701431 
5819 970 3 -0.683 15.999 -11.8763 -15.8163 -14.0963 4.58852 11.1665 -7.41673 
5820 970 4 0.418 1.008 -11.5456 -15.3903 -14.9333 -9.81994 -15.6488 21.5384 
5817 970 2 0.04 1.008 -10.9853 -17.2893 -12.9275 2.64042 4.82302 -10.1281 
3585 598 2 0.04 1.008 -17.8458 -18.0308 -16.6785 1.33702 -13.1512 -2.2487 
3586 598 2 0.04 1.008 -18.0615 -19.8055 -17.048 -17.3785 -0.0167168 -8.63383 
4063 678 1 0.145 12.01 -16.428 -10.3708 -18.0029 -29.7799 -16.0574 -69.7862 
3588 598 4 0.418 1.008 -15.7108 -18.9762 -17.8184 -0.185114 0.865355 -12.155 
234 39 4 0.418 1.008 -19.0901 -13.005 -18.9214 27.2471 -42.3707 0.69326 
2297 383 3 -0.683 15.999 -12.7734 -18.7546 -19.773 54.5309 -2.11741 -46.009 
1144 191 2 0.04 1.008 -10.7382 -20.3808 -12.948 9.93472 13.7159 5.94453 
1502 251 2 0.04 1.008 -11.6804 -14.2964 -18.0288 24.6677 1.30534 10.4051 
1501 251 1 0.145 12.01 -10.7126 -14.2653 -17.4493 -13.4389 14.0507 -20.7458 
5815 970 1 0.145 12.01 -10.7475 -16.3232 -13.4006 8.05396 -9.18108 10.0367 
5818 970 2 0.04 1.008 -10.4276 -15.7167 -12.5491 -4.61578 6.44544 -6.70668 
1505 251 3 -0.683 15.999 -10.8129 -15.0333 -16.2885 2.68754 7.52055 -2.67894 
2060 344 2 0.04 1.008 -10.4288 -12.2717 -12.1434 20.3289 1.78723 -2.65845 
229 39 1 0.145 12.01 -19.6624 -12.0325 -17.3516 22.9374 -10.0499 -40.7147 
3506 585 2 0.04 1.008 -15.198 -19.2219 -10.973 11.46 -15.6255 -4.45365 
3510 585 4 0.418 1.008 -13.6002 -20.5557 -11.3198 0.236028 -23.3107 2.08493 
230 39 2 0.04 1.008 -19.9026 -11.0144 -17.2997 -15.7539 25.3757 12.3227 
231 39 2 0.04 1.008 -20.4157 -12.6807 -16.9512 -4.10974 -1.64384 11.4111 
4065 678 2 0.04 1.008 -16.4851 -11.2855 -18.6817 6.08601 25.0298 23.119 
2296 383 2 0.04 1.008 -14.2445 -20.1032 -20.6006 27.0103 12.3678 -3.39829 
5214 869 4 0.418 1.008 -19.3929 -14.9562 -14.0878 -6.02345 -10.6295 -13.2153 
5213 869 3 -0.683 15.999 -19.7405 -14.1898 -13.6669 34.4313 20.4967 28.3081 
4271 712 3 -0.683 15.999 -20.3022 -16.741 -15.6188 -29.1229 -17.7248 7.14513 
804 134 4 0.418 1.008 -20.3013 -11.1487 -20.1738 -1.81906 -6.94184 1.74099 
3904 651 2 0.04 1.008 -17.6211 -13.6494 -11.3082 19.1035 9.04283 21.1656 
2298 383 4 0.418 1.008 -11.9349 -18.3645 -20.184 -50.7355 -20.6968 32.4122 
1628 272 2 0.04 1.008 -11.4032 -11.9502 -20.2611 -4.77317 10.5339 -6.62271 
1136 190 2 0.04 1.008 -11.1021 -14.8823 -10.4227 0.182185 -1.96302 -5.30908 
3902 651 2 0.04 1.008 -16.3442 -12.5216 -11.543 8.70824 9.9219 -12.2224 
3903 651 2 0.04 1.008 -17.7523 -11.9899 -10.5634 28.6146 -32.6321 -5.08279 
3901 651 1 0.145 12.01 -17.0189 -12.8513 -10.7882 -44.548 22.1405 -1.67525 
3508 585 2 0.04 1.008 -16.1914 -20.6366 -11.4034 20.6833 13.6129 27.2004 
3505 585 1 0.145 12.01 -15.3487 -20.2847 -10.7166 -32.2265 -13.0003 -32.4766 
219 37 2 0.04 1.008 -14.8049 -16.5618 -19.724 10.7883 -16.844 2.92056 
4415 736 3 -0.683 15.999 -17.6936 -19.7449 -20.4304 -8.64314 -0.132734 -22.9063 
2129 355 3 -0.683 15.999 -20.4618 -19.2656 -10.8954 -16.2593 -14.469 -37.1256 
2125 355 1 0.145 12.01 -20.3134 -20.6732 -10.8555 20.0163 6.45317 17.0758 
1631 272 3 -0.683 15.999 -9.56021 -12.3947 -19.7965 6.30248 25.6324 22.2446 
4091 682 3 -0.683 15.999 -1.11706 -20.1946 -11.4088 -9.48222 15.4478 17.8823 
4489 749 1 0.145 12.01 -5.64065 -13.2181 -19.7803 18.8807 -19.2638 -2.92392 
5859 977 2 0.04 1.008 -4.99662 -18.2786 -18.8384 -5.67939 -2.77037 -8.82863 
2710 452 2 0.04 1.008 -9.00004 -19.3871 -18.5362 1.78757 1.22176 12.3465 
2712 452 4 0.418 1.008 -10.0477 -20.3944 -16.6953 2.7381 7.10598 -14.9687 
4492 749 2 0.04 1.008 -5.72003 -12.1377 -19.8582 -9.42939 1.72716 -1.50758 
5883 981 2 0.04 1.008 -1.09563 -19.2792 -19.5449 1.98235 -4.45718 22.4749 
2253 376 2 0.04 1.008 -0.0614936 -18.3124 -15.5803 1.9449 -1.5164 -16.4229 
619 104 1 0.145 12.01 -4.08859 -19.585 -15.9212 -26.7395 41.2931 3.87881 
5881 981 1 0.145 12.01 -1.11565 -19.2369 -20.5994 40.9861 -17.0636 -8.80456 
620 104 2 0.04 1.008 -3.38557 -18.7742 -16.1604 1.34694 -12.939 -10.4504 
2708 452 2 0.04 1.008 -9.78806 -18.0867 -17.6433 6.27661 -7.27601 1.08711 
623 104 3 -0.683 15.999 -5.38718 -19.345 -16.5317 19.251 2.91982 21.8582 
4490 749 2 0.04 1.008 -5.99348 -13.5818 -18.8089 7.23301 10.4689 -4.57459 
5994 999 4 0.418 1.008 -8.22133 -11.6552 -18.1793 9.28056 12.864 -8.1383 
1504 251 2 0.04 1.008 -9.84599 -14.552 -18.0629 -10.3278 -6.4501 1.38231 
621 104 2 0.04 1.008 -4.27921 -19.2967 -14.8937 1.61661 -12.013 8.30435 
5077 847 1 0.145 12.01 -9.09565 -16.8959 -20.2721 -16.4682 3.74697 -4.74596 
2707 452 1 0.145 12.01 -9.01403 -18.87 -17.5594 -44.4053 -5.96027 -26.0653 
708 118 4 0.418 1.008 -8.30327 -18.8404 -15.1711 -10.4734 -11.3938 -6.56073 
2711 452 3 -0.683 15.999 -9.38551 -19.7241 -16.4939 13.2202 -3.2402 26.0461 
706 118 2 0.04 1.008 -8.60693 -18.5415 -12.9529 -21.6123 0.137977 11.7147 
3893 649 3 -0.683 15.999 -8.2159 -15.8852 -16.2127 58.0843 32.8758 9.63565 
707 118 3 -0.683 15.999 -7.74708 -18.232 -14.7015 9.43864 18.7803 -27.6958 
5663 944 3 -0.683 15.999 -3.36218 -15.9616 -17.0504 -18.3047 -24.6853 -21.9867 
5816 970 2 0.04 1.008 -9.87194 -16.4145 -14.0646 -9.15526 -3.24046 4.22482 
3892 649 2 0.04 1.008 -6.74529 -14.4183 -15.3956 -7.63017 -8.84313 -10.3883 
5664 944 4 0.418 1.008 -3.40656 -16.1511 -16.1399 -1.08714 -0.336851 27.9588 
1506 251 4 0.418 1.008 -9.91137 -15.1263 -15.9884 7.5633 -8.22004 -4.06471 
5989 999 1 0.145 12.01 -8.43711 -11.3698 -16.3605 7.82534 3.44499 -6.92452 
2641 441 1 0.145 12.01 -0.579375 -10.6748 -14.4773 19.7604 -1.53441 8.10793 
703 118 1 0.145 12.01 -7.66 -18.6458 -13.4037 16.7488 12.0243 12.6572 
705 118 2 0.04 1.008 -7.36236 -19.6755 -13.3566 7.51223 -9.33995 3.51581 
2265 378 2 0.04 1.008 -3.98635 -17.2349 -12.3656 -1.98529 16.4025 -15.8942 
2263 378 1 0.145 12.01 -3.6641 -16.2158 -12.694 4.49635 -1.34997 45.4175 
2267 378 3 -0.683 15.999 -4.03994 -15.7573 -13.9604 35.9278 28.7725 -21.7272 
2268 378 4 0.418 1.008 -3.55234 -14.8824 -14.0719 -33.395 -37.0772 5.24771 
3894 649 4 0.418 1.008 -7.95176 -16.6571 -15.6955 -8.85598 2.10634 -0.701226 
2645 441 3 -0.683 15.999 -1.87134 -10.4385 -14.8233 -41.2007 4.15656 -14.851 
3613 603 1 0.145 12.01 -4.63607 -12.6397 -13.9706 -31.5251 -8.32993 -0.780476 
3618 603 4 0.418 1.008 -2.85644 -12.3312 -14.3316 5.58799 -12.1399 -1.68834 
3614 603 2 0.04 1.008 -5.28114 -13.4116 -13.5118 5.22083 2.95867 -14.0546 
3617 603 3 -0.683 15.999 -3.35619 -13.1484 -14.2131 8.42862 22.5333 -4.59186 
5659 944 1 0.145 12.01 -2.65916 -14.8065 -17.2338 51.926 35.4589 -23.4869 
3616 603 2 0.04 1.008 -4.6137 -11.927 -13.1411 3.43399 8.64353 -11.3201 
3889 649 1 0.145 12.01 -6.97132 -15.0527 -16.2797 -42.3112 -30.7672 3.34615 
2061 344 2 0.04 1.008 -8.65319 -11.946 -11.8988 15.2502 -9.38781 16.2353 
2062 344 2 0.04 1.008 -9.27285 -12.2496 -13.5274 1.02921 0.0913387 7.26818 
2059 344 1 0.145 12.01 -9.48369 -11.8232 -12.5369 -45.8383 34.3401 -23.6815 
3615 603 2 0.04 1.008 -5.10811 -12.2503 -14.9289 11.5555 -5.65428 29.8543 
3891 649 2 0.04 1.008 -6.18282 -15.7694 -16.3957 12.1694 -5.84887 5.10376 
3890 649 2 0.04 1.008 -6.90514 -14.499 -17.2066 -8.41563 6.76061 3.63371 
704 118 2 0.04 1.008 -6.96769 -17.9603 -12.8959 -0.408427 -10.0376 1.67794 
5858 977 2 0.04 1.008 -6.15334 -17.6471 -20.1478 2.48548 -11.4818 -1.48439 
5862 977 4 0.418 1.008 -4.31162 -16.1518 -18.4833 -26.5735 -6.72718 -35.7324 
2642 441 2 0.04 1.008 -0.00587508 -11.0109 -15.3684 -4.44822 -0.316144 15.7008 
5993 999 3 -0.683 15.999 -7.79612 -11.027 -17.5866 -11.4248 -15.1098 13.8981 
2063 344 3 -0.683 15.999 -9.73882 -10.3993 -12.6899 17.4127 -22.7918 1.41857 
5992 999 2 0.04 1.008 -8.23046 -12.3833 -16.0335 1.846 -3.10862 -1.13601 
2643 441 2 0.04 1.008 -0.617075 -11.3883 -13.626 10.0073 6.67321 -14.0245 
5857 977 1 0.145 12.01 -5.65832 -17.4823 -19.1947 34.1285 60.5929 -0.843046 
5991 999 2 0.04 1.008 -8.39294 -10.7075 -15.5196 16.7605 12.8493 5.4612 
5861 977 3 -0.683 15.999 -4.86499 -16.2332 -19.3225 9.18539 -36.9207 38.1951 
5990 999 2 0.04 1.008 -9.46044 -11.2894 -16.5871 -25.8422 -5.60446 -5.62681 
622 104 2 0.04 1.008 -3.65978 -20.5822 -15.9528 -0.550023 -2.74228 -6.00649 
5661 944 2 0.04 1.008 -2.50627 -14.603 -18.3326 -1.78853 -6.35208 26.0108 
2266 378 2 0.04 1.008 -4.15704 -15.4835 -12.0078 12.0655 -14.9124 -6.20662 
624 104 4 0.418 1.008 -5.78078 -18.6073 -16.0378 5.57996 -15.7431 -10.8601 
2264 378 2 0.04 1.008 -2.56374 -16.1892 -12.4926 -18.6058 4.5577 -9.67286 
5078 847 2 0.04 1.008 -9.79061 -16.4076 -19.5858 -1.90807 -2.03552 -3.58603 
5662 944 2 0.04 1.008 -3.11758 -13.9367 -16.8133 -16.13 5.98237 4.17156 
2256 376 4 0.418 1.008 -0.0587975 -20.6406 -15.5543 2.07046 24.4587 -0.306438 
812 136 2 0.04 1.008 -3.91884 -11.3392 -17.6166 -32.7555 -3.32228 6.62004 
4494 749 4 0.418 1.008 -4.24029 -14.5269 -19.8387 0.154451 13.884 -3.86475 
2709 452 2 0.04 1.008 -8.09278 -18.361 -17.4624 19.6011 4.33314 10.5158 
4491 749 2 0.04 1.008 -6.25798 -13.781 -20.4983 3.24664 12.5579 -1.00818 
5860 977 2 0.04 1.008 -6.41411 -17.2667 -18.4543 -3.24656 -4.21205 5.40357 
811 136 1 0.145 12.01 -2.98806 -11.1014 -18.0219 53.3706 19.1872 -17.2203 
5158 860 2 0.04 1.008 -0.190356 -14.9651 -12.2704 0.422313 -3.67139 14.9447 
5660 944 2 0.04 1.008 -1.65924 -14.7922 -16.7349 -15.6552 -10.2836 -9.97508 
816 136 4 0.418 1.008 -3.23416 -11.756 -19.7777 12.1372 26.517 1.32477 
5156 860 2 0.04 1.008 -1.09678 -13.7467 -13.2049 12.2125 -7.43201 -0.089838 
5155 860 1 0.145 12.01 -0.174287 -14.356 -13.1488 -14.1012 25.2804 20.5464 
4493 749 3 -0.683 15.999 -4.25758 -13.5667 -19.9804 -20.6275 -9.39715 7.39914 
5157 860 2 0.04 1.008 -0.0970533 -15.0237 -13.921 -7.50483 -27.1868 -36.9861 
814 136 2 0.04 1.008 -2.26643 -11.8107 -17.6366 1.53796 -9.13291 -6.30595 
4092 682 4 0.418 1.008 -1.45273 -19.4488 -10.8734 9.0911 -13.127 -11.2036 
2255 376 3 -0.683 15.999 -0.379063 -20.2007 -16.3613 5.14004 11.5831 -17.9574 
2254 376 2 0.04 1.008 -0.623033 -18.364 -17.306 8.27697 2.59966 3.9322 
815 136 3 -0.683 15.999 -2.90532 -10.8898 -19.4379 -24.0082 -51.3512 6.62994 
2786 465 2 0.04 1.008 -2.67645 -11.0463 -11.1919 16.8494 -7.13459 19.2222 
5079 847 2 0.04 1.008 -8.4024 -17.4114 -19.6564 15.9189 -0.663333 6.16031 
1632 272 4 0.418 1.008 -9.60976 -12.9811 -20.5328 1.16393 -11.5741 -16.5004 
5449 909 1 0.145 12.01 -19.8849 -10.3339 -13.8053 11.4723 12.3528 31.9072 
1205 201 3 -0.683 15.999 -12.4599 -1.10932 -17.3291 14.3463 10.9082 -1.92833 
5450 909 2 0.04 1.008 -19.3472 -9.37502 -13.7814 -8.29439 -5.18978 -13.0605 
800 134 2 0.04 1.008 -20.4731 -9.19766 -20.1616 -0.114218 15.3409 3.22781 
4875 813 2 0.04 1.008 -16.741 -0.540458 -19.7462 2.74567 -18.3103 -4.44913 
5091 849 2 0.04 1.008 -19.6556 -2.43723 -17.1525 -7.67427 -20.0388 22.3002 
4066 678 2 0.04 1.008 -16.8889 -9.55276 -18.5734 0.329305 -6.77097 2.80781 
5090 849 2 0.04 1.008 -19.8307 -4.15245 -16.4803 0.992641 6.37177 -0.536745 
5129 855 3 -0.683 15.999 -20.6201 -1.85971 -10.7362 14.9291 -1.57693 14.654 
4067 678 3 -0.683 15.999 -15.1521 -9.95974 -17.757 18.2016 6.90849 10.0426 
5127 855 2 0.04 1.008 -19.1452 -0.820238 -11.7515 -3.53952 11.516 -2.63174 
5126 855 2 0.04 1.008 -19.1697 -2.53073 -11.9885 -9.93757 3.36056 -6.69794 
3316 553 2 0.04 1.008 -18.4396 -0.468808 -15.9378 17.3732 -3.89654 -9.69968 
4828 805 2 0.04 1.008 -14.941 -1.02212 -13.5338 3.21245 -0.665529 5.44253 
5125 855 1 0.145 12.01 -19.8246 -1.65221 -11.871 -7.57744 -19.1083 4.38588 
4826 805 2 0.04 1.008 -13.1926 -0.753964 -13.9606 6.46276 -1.5525 11.7374 
5128 855 2 0.04 1.008 -20.5834 -1.54918 -12.6564 15.0052 3.56875 -7.12348 
3112 519 2 0.04 1.008 -17.7433 -5.15818 -19.0524 10.2128 6.14416 9.24187 
3749 625 3 -0.683 15.999 -13.9817 -7.91615 -11.3258 -11.328 23.9943 -11.056 
208 35 2 0.04 1.008 -11.7033 -5.37773 -13.7162 -10.2177 0.474229 8.10789 
2752 459 2 0.04 1.008 -16.0163 -4.38072 -17.1203 -2.75213 12.5697 9.4151 
2290 382 2 0.04 1.008 -20.6661 -6.29297 -16.5647 -16.4403 -8.24297 1.19526 
1202 201 2 0.04 1.008 -13.6821 -1.64096 -19.0219 -12.268 7.05265 4.74678 
1203 201 2 0.04 1.008 -12.4008 -2.65875 -18.6986 5.63657 -13.5209 4.68 
5448 908 4 0.418 1.008 -10.8878 -1.43353 -10.868 -6.27035 -4.55069 2.86641 
2753 459 3 -0.683 15.999 -13.9648 -4.15215 -17.2611 1.59882 -6.56248 -26.5671 
3109 519 1 0.145 12.01 -18.6767 -5.24882 -19.5673 -23.8863 -13.3813 1.14098 
2738 457 2 0.04 1.008 -16.6071 -6.4561 -12.9815 13.8417 23.8533 14.684 
1206 201 4 0.418 1.008 -12.9622 -1.49583 -16.5846 -4.9815 -3.25951 -33.3187 
2739 457 2 0.04 1.008 -15.3024 -5.79062 -13.8487 -6.59102 15.2822 17.5405 
2750 459 2 0.04 1.008 -15.1804 -5.67299 -17.7527 5.73986 -7.14089 8.64155 
3110 519 2 0.04 1.008 -19.2435 -6.10181 -19.1515 4.84998 9.77843 -0.325721 
5094 849 4 0.418 1.008 -20.1788 -1.81911 -14.9197 44.376 -44.5097 4.88814 
2749 459 1 0.145 12.01 -15.0832 -4.90514 -16.9844 -10.5466 -12.652 -23.4513 
1201 201 1 0.145 12.01 -12.6643 -1.62479 -18.6785 -0.534341 -7.72587 14.5295 
1732 289 2 0.04 1.008 -12.0989 -4.85276 -20.3703 -11.0954 1.54083 -3.02683 
2741 457 3 -0.683 15.999 -15.7084 -4.78153 -12.0468 22.8307 14.6688 -16.7647 
2751 459 2 0.04 1.008 -14.9599 -5.28761 -15.9871 -5.85595 -9.52793 5.69892 
4825 805 1 0.145 12.01 -14.2085 -0.808644 -14.3081 -4.81249 25.0527 -31.9536 
3318 553 4 0.418 1.008 -17.6277 -2.4628 -15.44 -17.5682 4.14288 -0.629451 
5089 849 1 0.145 12.01 -20.044 -3.09032 -16.3098 13.0774 18.9751 1.51607 
3315 553 2 0.04 1.008 -17.4876 -0.908281 -17.3583 -1.62435 -4.00396 -20.272 
3317 553 3 -0.683 15.999 -16.9352 -1.83824 -15.6128 20.1501 9.15146 -3.98188 
207 35 2 0.04 1.008 -11.757 -4.02502 -12.5899 2.31399 11.1325 2.27687 
724 121 2 0.04 1.008 -13.2039 -7.57537 -20.5125 4.7743 -11.5164 -8.59528 
4830 805 4 0.418 1.008 -15.1828 -1.7855 -15.5315 -43.0872 -7.91104 -14.266 
726 121 4 0.418 1.008 -14.8846 -8.67719 -19.2041 -6.13246 8.57889 -0.515617 
721 121 1 0.145 12.01 -13.9936 -7.1559 -19.9231 33.9377 27.5219 61.1948 
4829 805 3 -0.683 15.999 -14.2785 -1.78929 -15.3335 42.3329 9.17706 20.1713 
723 121 2 0.04 1.008 -14.3247 -6.27735 -20.4102 -2.03151 19.9394 -8.6502 
2357 393 3 -0.683 15.999 -14.7711 -8.88887 -13.896 -37.2866 0.983045 -39.8357 
5252 876 2 0.04 1.008 -18.9982 -6.09688 -13.43 -7.75515 -13.8411 12.3026 
2740 457 2 0.04 1.008 -16.9125 -5.06407 -13.8351 9.14472 19.0457 13.9465 
725 121 3 -0.683 15.999 -15.13 -7.93346 -19.775 -7.60342 -27.2772 4.2989 
5251 876 1 0.145 12.01 -19.7823 -6.69419 -12.9073 23.4497 9.45984 2.44984 
209 35 3 -0.683 15.999 -13.0131 -5.54123 -12.0006 2.27625 19.3792 -12.45 
210 35 4 0.418 1.008 -13.7218 -4.8831 -12.1335 12.4568 -15.498 -0.590839 
205 35 1 0.145 12.01 -11.8121 -5.09483 -12.6549 -25.4752 -8.37812 -9.87685 
2358 393 4 0.418 1.008 -14.5292 -8.86549 -13.0053 8.12385 4.11289 34.1172 
2356 393 2 0.04 1.008 -16.2053 -10.245 -13.5096 -10.5685 14.1542 1.96783 
2353 393 1 0.145 12.01 -16.182 -9.24707 -13.9888 45.3738 -42.8905 -27.7766 
2354 393 2 0.04 1.008 -16.5025 -9.46752 -15.0347 8.99314 9.04252 14.6853 
2355 393 2 0.04 1.008 -16.8762 -8.56347 -13.5836 -10.8936 13.3274 15.4005 
2754 459 4 0.418 1.008 -13.7816 -3.72706 -16.4689 9.92937 23.0959 26.4352 
3313 553 1 0.145 12.01 -17.4165 -0.701648 -16.3227 -44.4235 -20.6864 30.8184 
5093 849 3 -0.683 15.999 -19.5865 -2.63806 -15.0243 -52.0821 43.2994 -23.6711 
2737 457 1 0.145 12.01 -16.1279 -5.45989 -13.1712 -11.5046 -65.679 -65.0952 
3750 625 4 0.418 1.008 -13.7155 -7.0112 -11.6215 4.43354 -20.876 8.26298 
3745 625 1 0.145 12.01 -12.8274 -8.62098 -10.9936 18.7201 9.73448 2.37231 
1204 201 2 0.04 1.008 -12.0602 -1.21716 -19.4962 0.967115 10.3773 10.9159 
722 121 2 0.04 1.008 -13.5078 -6.82258 -18.9111 -26.4511 -18.7219 -44.7313 
3111 519 2 0.04 1.008 -19.2953 -4.34354 -19.5351 5.88679 -2.13986 7.55101 
2742 457 4 0.418 1.008 -16.3266 -5.03757 -11.4208 -28.9046 -2.31821 38.0054 
1596 266 4 0.418 1.008 -12.9871 -8.35462 -15.0769 2.34587 2.67066 -9.41884 
1595 266 3 -0.683 15.999 -12.3537 -7.89972 -15.6392 2.99341 -7.98127 6.83067 
1592 266 2 0.04 1.008 -11.5225 -9.78667 -15.8601 -10.041 5.03495 -12.4371 
1591 266 1 0.145 12.01 -11.6576 -8.85245 -16.4388 14.1242 20.5507 1.39409 
1593 266 2 0.04 1.008 -12.264 -8.92637 -17.3918 21.9735 -8.78926 20.498 
206 35 2 0.04 1.008 -10.9767 -5.52398 -12.1664 17.0354 -5.7778 11.3566 
5253 876 2 0.04 1.008 -20.4637 -5.96175 -12.5104 -10.2222 5.00041 -1.09837 
5254 876 2 0.04 1.008 -20.2807 -7.29542 -13.6592 -3.56447 -3.73668 0.579175 
1594 266 2 0.04 1.008 -10.5947 -8.46201 -16.5854 -34.7877 -10.1684 -5.48156 
1353 226 2 0.04 1.008 -10.7574 -4.77955 -16.6993 19.2956 4.62127 -21.0782 
