0.250000 1.506525539597395e+08
0.260000 6.344781091365454e+07
0.270000 2.386282066978056e+07
0.280000 8.749689949727185e+06
0.290000 4.077606956233305e+06
0.300000 2.638657109968537e+06
0.310000 1.753638786334754e+06
0.320000 9.970922865463336e+05
0.330000 4.218728999580401e+05
0.340000 5.179742879070134e+04
0.350000 -1.261651958954821e+05
0.360000 -1.504900639488912e+05
0.370000 -7.369243587443257e+04
0.380000 4.907610741851138e+04
0.390000 1.713053888216691e+05
0.400000 2.631250820252637e+05
0.410000 3.109788394484351e+05
0.420000 3.140191429614642e+05
0.430000 2.803760285615284e+05
0.440000 2.234258110484559e+05
0.450000 1.580598087004815e+05
0.460000 9.699370115924432e+04
0.470000 4.813335075512005e+04
0.480000 1.462241564262617e+04
0.490000 -4.053573623838202e+03
0.500000 -1.092250430501033e+04
0.510000 -1.038097169178112e+04
0.520000 -7.049569320213008e+03
0.530000 -4.641381866976340e+03
0.540000 -5.173747735688279e+03
0.550000 -9.051398550924672e+03
0.560000 -1.549286834313408e+04
0.570000 -2.297010541397063e+04
0.580000 -2.964808420162733e+04
0.590000 -3.382441714616901e+04
0.600000 -3.436335096029774e+04
0.610000 -3.098375744135532e+04
0.620000 -2.417649504185101e+04
0.630000 -1.497576498122676e+04
0.640000 -4.724851763054358e+03
0.650000 5.158136307767365e+03
0.660000 1.341452660781512e+04
0.670000 1.917623297003211e+04
0.680000 2.211608005290933e+04
0.690000 2.239295298748115e+04
0.700000 2.051612061861147e+04
0.710000 1.720645003836796e+04
0.720000 1.325762111939624e+04
0.730000 9.397341048294085e+03
0.740000 6.150391581961945e+03
0.750000 3.749327101336553e+03
0.760000 2.166132381558550e+03
0.770000 1.191531159523263e+03
0.780000 5.161274244077507e+02
0.790000 -1.884532918021650e+02
0.800000 -1.188422623784864e+03
0.810000 -2.607938722653946e+03
0.820000 -4.381732253478729e+03
0.830000 -6.290274652476530e+03
0.840000 -8.027463031954405e+03
0.850000 -9.269555725548980e+03
0.860000 -9.744107833466242e+03
0.870000 -9.298906767721344e+03
0.880000 -7.969460581713324e+03
0.890000 -6.008858692506418e+03
0.900000 -3.822116369212983e+03
0.910000 -1.862891614083084e+03
0.920000 -5.287548279289299e+02
0.930000 -5.645847554935449e+01
0.940000 -4.172067511542525e+02
0.950000 -1.217724661414971e+03
0.960000 -1.752111966789311e+03
0.970000 -1.436458686158917e+03
0.980000 -3.942454597412232e+02
0.990000 -4.754332962736589e+01
1.000000 -3.708213520320091e+03
